,Date,Content
353,2022-03-31 12:46:24+00:00, dari dulu suara nenek bagus kalo nyanyi lagu indo jadi semangat terus nenek ku 
354,2022-03-31 12:32:14+00:00, tentuuuuu eheheh 
355,2022-03-31 11:29:08+00:00, aduh nenek pas masih sekolah cantik nyaa 
356,2022-03-31 11:25:28+00:00,datengin premiere first cover aku yahhh meng cover lagunya over ukup mythia batford cover by 
357,2022-03-31 09:56:13+00:00, ku pikir pake ember ama gayung 
358,2022-03-31 09:03:25+00:00, gangerti akutuh nyimeng ajahlah 
359,2022-03-31 06:47:42+00:00, wah ada idola ku nich 
360,2022-03-31 06:41:40+00:00, memancing para psikopath 
361,2022-03-31 06:06:41+00:00, coba di tanyakan pada orang yg membeli bathwater nya belle delphine wkwkwk 
362,2022-03-31 06:04:57+00:00, hmm coba di masukkin ke botol terus di jual mitti mungkin saja laku keras 
363,2022-03-31 05:46:56+00:00, mythia bawang 
364,2022-03-31 05:45:49+00:00, buat yang mau face reveal miti noh dah videoin epel 
365,2022-03-31 05:17:56+00:00, kenapa lelaki mesti nak minum air mandian perempuan kenapa tak ada perempuan nak minum air mandian lelaki 
366,2022-03-31 01:32:41+00:00, emoh pesing 
367,2022-03-31 01:18:33+00:00, hayuk semangat bagi yg belum 
368,2022-03-30 23:54:05+00:00, pro gamers cara makannya gak gitu tapi disuapin mami 
369,2022-04-08 02:53:36+00:00, otsukare thankyou for turn on the bomb switch wwww kalau moona yg teken ntar pada cepu ke gen 
370,2022-04-08 02:52:43+00:00, keren bgt 
371,2022-04-08 02:35:11+00:00, pagi dan apakah cuma aku aja yang mikir kalau iofi lebih mirip sosok teman masa kecil 
372,2022-04-08 02:31:58+00:00, pagiii gemes banget yopii 
373,2022-04-08 02:31:56+00:00, pagi iofi pagi pagi sudah som um maksud saya showcaseaja nih 
374,2022-04-08 02:31:34+00:00, pagi yopi cantik aduh disapa pagi semangat ujian jadinya 
375,2022-04-08 02:30:03+00:00, pagi iofi makin hari main cantik aja 
376,2022-04-08 02:27:05+00:00, pagiii nona cantikk gimanaaa tidurnya kemarinnn anyway havegreat day 
377,2022-04-07 23:25:58+00:00, saya pernah begitu selama th semangat senpai pastii bisa 
378,2022-04-07 23:22:19+00:00, seni adalah ledakan saya suka rute ini 
379,2022-04-07 21:29:17+00:00, yopii jangan tunda yuk bisa yuk daripada jadi donatur setia kampus 
380,2022-04-07 21:17:40+00:00, anda tersaingi 
381,2022-04-07 20:33:56+00:00, huh kinda jelly ngl 
382,2022-04-07 19:58:55+00:00, semoga aja sketchnya ga terlalu susah utk diwarnain 
383,2022-04-07 19:05:42+00:00, mangat mbak inget skripsi 
384,2022-04-07 16:53:35+00:00, penyebabnya ternyata alien ya zeta sebagai agen bisa kah zeta menyelidiki fenomena 
385,2022-04-07 16:52:05+00:00, kayak nya digital doang tapi moga aja sih bisa tradi biar yang user tradi juga bisa ikutan 
386,2022-04-07 16:41:33+00:00, mana bisa jadi mahasiswa abadi yang ada keburu didepak 
387,2022-04-07 16:31:58+00:00, selamat ya iofi 
388,2022-04-07 16:25:53+00:00, tugas banyak deadline hari stress 
389,2022-04-07 16:18:18+00:00, wihh nicee 
390,2022-04-07 16:18:13+00:00, mantepp selamat ya yop 
391,2022-04-07 16:17:30+00:00, mantap selamat yopi 
392,2022-04-07 16:17:21+00:00, let s go difolback sama csp selamat ya yop 
393,2022-04-07 16:17:13+00:00, selamat ya akhirnya salah satu impian yopi tercapai 
394,2022-04-07 16:16:47+00:00, taniah 
395,2022-04-07 16:16:21+00:00, mantap dapet sponsor dapet follow juga 
396,2022-04-07 15:38:24+00:00, sinar dewaaaaaaaaaaaaa teraaaaang 
397,2022-04-07 15:37:09+00:00, temen sekelas kuliahku adalah idol favoritku 
398,2022-04-07 15:37:06+00:00, cuma bs bantu doa maaf yopi 
399,2022-04-07 15:33:41+00:00, oiii jangan weehh 
400,2022-04-07 14:34:46+00:00, smangat yop 
401,2022-04-07 14:09:49+00:00, tetap semangat yopi semoga suatu hari nanti bisa lulus dr mahasiswa abadi 
402,2022-04-07 14:03:03+00:00, semangat iofi semangat iofi semangat iofi 
403,2022-04-07 14:00:40+00:00, semangat yop 
404,2022-04-07 13:53:36+00:00, gapapa donatur kampus wwwww 
405,2022-04-07 13:49:10+00:00, ini boleh tradisional atau digital doang yop cntoh tradi tuh kyk misal wrnain pke pensil wrna cr 
406,2022-04-07 13:44:07+00:00, mangat yop emang suram deadline tiap menit 
407,2022-04-07 13:32:14+00:00, well played wkwkwk 
408,2022-04-07 13:20:55+00:00, mudah dimengerti 
409,2022-04-07 13:15:20+00:00, otw jdi mahasiswa semester digit tuh wkwkk mangat yop moga cepet lulus di sini ane jg msh stuck ama skripsi 
410,2022-04-07 13:13:55+00:00, sangat amat menggambarkan gwej 
411,2022-04-07 13:13:30+00:00, stream chill sambil curhat ngerjain tugas yop 
412,2022-04-07 13:13:18+00:00, kyawaii k views omedetou k lagi menuju k views ikzzz 
413,2022-04-07 13:13:04+00:00, semangat yop 
414,2022-04-07 13:11:55+00:00, k lagi 
415,2022-04-07 13:11:44+00:00, gpp jd mahasiswa abadi tp cinta kita ke iopi juga abadi 
416,2022-04-07 13:11:15+00:00, semangat yop jangan kebanyakan cuti 
417,2022-04-07 13:09:59+00:00, yopiii mangaatttss 
418,2022-04-07 13:08:36+00:00, lomba mewarnai ya 
419,2022-04-07 13:08:11+00:00, aku tau km bisa yop 
420,2022-04-07 13:07:21+00:00, hush nggak boleh gitu 
421,2022-04-07 13:07:09+00:00, terima kasih informasinya yopi yuk bisa yuk semuanya ikuttttt let s goooo ditungguuuuu 
422,2022-04-07 13:06:36+00:00, tweet ini sangat melambangkan gwe 
423,2022-04-07 13:06:10+00:00, haiku yang bagus semoga jg cuti yop semangat 
424,2022-04-07 13:06:06+00:00, hari hari ngejar deadline hmmm tapi mending cepet lulus terus bebas daripada jadi mahasiswa 
425,2022-04-07 13:05:52+00:00, mahasiswa abadi seperti cintaku ke padamu yg abadi 
426,2022-04-07 13:03:45+00:00, cuma boleh diwarnai doang kah maksudnya hanya sekedar diwarnai doang nggak sampai ditambahin aksesoris atau yang lain 
427,2022-04-07 13:03:38+00:00, kamu maba ya iya maba mahasiswa abadi 
428,2022-04-07 13:03:33+00:00, jangan jadi mahasiswa abadi atuh haha mangats yop 
429,2022-04-07 13:03:32+00:00, semangat beb jadi mahasiswa emang berat tapi kamu pasti bisa 
430,2022-04-07 13:02:41+00:00, eh gk boleh ngomong gitu yuk semangat yuk 
431,2022-04-07 13:02:32+00:00, ya jangan cuti juga dong pi pelan aja dijalani entah ambil cuma matkul ato gimana yang pen 
432,2022-04-07 13:01:54+00:00, semester digit kampus pun senang 
433,2022-04-07 13:01:38+00:00, mangat yopiii 
434,2022-04-07 13:00:53+00:00, aku nggak dikasih juga 
435,2022-04-07 13:00:52+00:00, wkwk jangan gitu yop ayo semangat 
436,2022-04-07 13:00:49+00:00, waduu semangat yop tapi mending kerjain dulu aja deadlinenya biar streamnya ga ada pikiran 
437,2022-04-07 13:00:45+00:00, aturan umum maks cuti bukannya semester y yop 
438,2022-04-07 13:00:45+00:00, semangat yop 
439,2022-04-07 13:00:29+00:00, mangatt yopii yuk bisa yukkkk siapa tau moona nyiapin sesuatu 
440,2022-04-07 13:00:28+00:00, wkwkwk cuti terus yop 
441,2022-04-07 12:59:50+00:00, wkwkwkwk mahasiswa ngestuck 
442,2022-04-07 12:59:45+00:00, mama jangan gitu dong nanti masa depan kita gak terbentuk 
443,2022-04-07 12:59:36+00:00, cuti lagi semangat yop 
444,2022-04-07 12:59:25+00:00, semangatttt yaampun kamu ini cuti nya ga selesai 
445,2022-04-07 12:59:19+00:00, semangat yop 
446,2022-04-07 12:55:19+00:00, oh ini pelakunya 
447,2022-04-07 12:46:24+00:00, lihatlah raut wajah kebahagiaan nya 
448,2022-04-07 12:42:10+00:00, ini lucu sihh 
449,2022-04-07 12:42:09+00:00, ternyata 
450,2022-04-07 12:41:46+00:00, tentu saja yg pink tidak sus ia kan iya kan 
451,2022-04-07 12:40:05+00:00, wkwkwkwk 
452,2022-04-07 12:37:31+00:00, saya dapat mengerti raut kebahagiaan di muka mainnya hebat 
453,2022-04-07 12:31:51+00:00, oh gitu ternyata 
454,2022-04-07 11:52:32+00:00, astagaah jd gituu 
455,2022-04-07 11:48:19+00:00, apakah sudah dalam proses reboisasi 
456,2022-04-07 11:30:40+00:00, kalo kakak pembina nya korone sih saya ikut pramuka sampe tahun pun jadi 
457,2022-04-07 11:14:10+00:00, tumben si tupai belum komentar biasanya paling cepat padahal ada nyokapnya lagi pakai baju pra 
458,2022-04-07 11:06:29+00:00, wala ternyata gitu ga nyangka banget ada kejutan ledakan keren banget dah 
459,2022-04-07 10:33:41+00:00, oh ternyata 
460,2022-04-07 10:07:34+00:00, pantesan hanya yopi yg ga live streaming wkwkwkwkwkwk 
461,2022-04-07 09:50:20+00:00, semangka semangat kaka 
462,2022-04-07 09:49:55+00:00, lagi dong 
463,2022-04-07 09:47:40+00:00, apakah sudah ada kesepakatan gimana nasib sisa ledakannya 
464,2022-04-07 09:47:12+00:00, mbak google kayanya lemes gara gara puasa 
465,2022-04-07 09:44:28+00:00, pantesan wkwkwkw 
466,2022-04-07 09:40:58+00:00, wkwkwk 
467,2022-04-07 09:39:18+00:00,gara wallpaper laptop nya muka td di sapa orang di cafe pas kerja ehhh tau nya ioforia juga 
468,2022-04-07 09:38:43+00:00, pantas gak ada pov wkwk kukira lgi ada gangguan ato apa gitu ternyata ya 
469,2022-04-07 09:36:15+00:00, ooo ternyata yopi yah yg eksekusi 
470,2022-04-07 09:35:00+00:00, sore beb 
471,2022-04-07 09:34:56+00:00, pantes di pov moona tau tau iofi lari ke belakang 
472,2022-04-07 09:34:54+00:00, memang sedap yop 
473,2022-04-07 09:34:28+00:00, ioforia tukang cepu semua soalnya parah emang 
474,2022-04-07 09:32:08+00:00, yaampun ada ada aja 
475,2022-04-07 09:26:51+00:00, wkwkwk apapun itu streamnya sangat menghibur sasuga ritual penyambutan setiap new gene 
476,2022-04-07 09:20:57+00:00, semalem dari pov muna keliatan dikit ada saklarnya makanya sekali liat udah paham oh ini pasti tnt 
477,2022-04-07 09:20:02+00:00, seni adalah ledakan wwww 
478,2022-04-07 09:19:53+00:00, ga dibolehin ikut foto ternyata buat pencet tombol kaboom nya wwww 
479,2022-04-07 09:18:31+00:00, mantap yop keknya ini juga alasannya tanpa pov wkwkwkw 
480,2022-04-07 09:16:31+00:00, ohhh jadi itu alasannya yopi ga ada pov nya www 
481,2022-04-07 09:16:16+00:00, hahahaha oalah kamu tah yaampun mantep sih 
482,2022-04-07 09:00:10+00:00, ini masih mending dek dulu jaman kakak harus nyerahin persembahan berupa jari 
483,2022-04-07 08:54:30+00:00, anda adalah penyelamat saya 
484,2022-04-07 08:45:33+00:00, tarik sis 
485,2022-04-07 08:40:57+00:00, seiyuunya siapa aja yop 
486,2022-04-07 08:22:53+00:00, semangka semangat kak airani iofiteen 
487,2022-04-07 08:14:59+00:00, met pagi 
488,2022-04-07 07:19:22+00:00, wihh dapet nih gan agak iri sih kalah cepet order 
489,2022-04-07 07:18:10+00:00, nunggu thr cair nih yopp 
490,2022-04-07 07:16:30+00:00, pagiiii sweet iofi 
491,2022-04-07 06:41:20+00:00, seperti tidak bersemangat dilihat dari mukanya 
492,2022-04-07 06:07:57+00:00, wait baru denger ada yang singkat semangat kak jadi semangka wkwk nice info 
493,2022-04-07 04:44:35+00:00, salam pramuka 
494,2022-04-07 04:27:50+00:00, pagi mama kenapa pagi sudah hmm saja curiga nih saya 
495,2022-04-07 04:17:44+00:00, pagi yopii semoga harimu menyenangkan 
496,2022-04-07 04:13:17+00:00, pagi yopi puas ya ospek td malem 
497,2022-04-07 04:11:22+00:00, pagi pagi udh nyosor aja yop 
498,2022-04-07 04:11:14+00:00, selamat pagi yopi entah kenapa terasa nuansa kusogaki 
499,2022-04-07 04:11:09+00:00, hmm hidung 
500,2022-04-07 04:10:41+00:00, selamat pagi yop tenang yop blom ekspansi hari ini 
501,2022-04-07 04:09:21+00:00, yok pulang kak hyoe udh siang ngehalu nya malem aja ya 
502,2022-04-07 03:52:45+00:00, pagii yop ngeliat yopi kek gini jadi inget berang berang yg kemarin 
503,2022-04-07 03:52:39+00:00, semangat kakaa 
504,2022-04-07 03:51:31+00:00, pagi yop gimana ngurus anaknya semalem bareng mama moona 
505,2022-04-07 03:50:38+00:00, met pagi iofi sayang uwu 
506,2022-04-07 03:50:23+00:00, pagi yopi sayang 
507,2022-04-07 03:49:04+00:00, pagi iofi kamu manis juga hari ini 
508,2022-04-07 03:48:43+00:00, pagi 
509,2022-04-07 03:48:04+00:00, pagi 
510,2022-04-07 03:48:03+00:00, pagi yopi 
511,2022-04-07 03:44:00+00:00, pagiii cantikk kenapaa pagi udah dicurigain aja dih 
512,2022-04-07 03:01:27+00:00, si paling dasa darma 
513,2022-04-06 22:31:48+00:00, otsuid yopi terima kasih udah nyambut gen dengan baik 
514,2022-04-06 22:20:01+00:00, yaoloh mamang yago wkwkw 
515,2022-04-06 20:23:20+00:00, sayang bangun makan dulu yuk aku udah masakin makanan kesukaan kamu habis itu baru bobo lagi ya 
516,2022-04-06 20:13:27+00:00, selamat turu yopi mimpi indah 
517,2022-04-06 18:20:17+00:00, tarik sis semongkoooo 
518,2022-04-06 17:34:46+00:00, selamat turu iofi 
519,2022-04-06 17:28:33+00:00, selamat turu dengan nyenyak 
520,2022-04-06 17:25:21+00:00, wah wah jam segini ada meeting dadakan rupanya ya otsuyopi semoga tidurnya malam ini nyenyak ya yop 
521,2022-04-06 17:24:10+00:00, otsu selamat turu iofi 
522,2022-04-06 17:24:02+00:00, walahhh otsukaree lagi selamat tidur nona cantik semoga mimpi indah 
523,2022-04-06 16:27:50+00:00, otsu thank you yopi udh mau jagain kobo aowkwk 
524,2022-04-06 16:23:49+00:00, otsuid terimakasih untuk streamnya 
525,2022-04-06 16:12:27+00:00, otsuid tengkyu for fun touring nya yopik happy nd anniversary holoid 
526,2022-04-06 16:11:33+00:00, otsukare yopi terima kasih stream ngasuh gen nya www selamat ulang tahun kedua holoid 
527,2022-04-06 16:11:02+00:00, capek jagain anak ya bunda 
528,2022-04-06 16:10:26+00:00, otsuid aaaa makin gedeee keluarga holoid awawwawaawaa otsukaree semuanyaaa terimakasihh atas 
529,2022-04-06 16:10:23+00:00, otsuyop otsuid gimna yop rasanya jagain anak ilang 
530,2022-04-06 16:10:09+00:00, otsuid terimakasih buat streamnya happy nd anniversary holoid 
531,2022-04-06 16:09:54+00:00, otsuuu cape ya bund istirahat bund salonpas nya jangan lupa di tempel 
532,2022-04-06 16:09:50+00:00, gimana ospeknya yop lancar 
533,2022-04-06 16:04:02+00:00, jangan ngambekan mulu 
534,2022-04-06 15:59:27+00:00, semangka semangat kaka 
535,2022-04-06 15:57:01+00:00, semangka semangat kaka 
536,2022-04-06 15:51:02+00:00, tarik sis semongko 
537,2022-04-06 15:44:47+00:00, coba suruh bilang tarik sis semongko 
538,2022-04-06 15:41:00+00:00, semangka 
539,2022-04-06 15:40:04+00:00, tarek sis 
540,2022-04-06 15:36:11+00:00,keluarga hololive indonesia 
541,2022-04-06 15:12:16+00:00, semongko 
542,2022-04-06 14:38:53+00:00, semangkaaaa 
543,2022-04-06 14:07:27+00:00, malam 
544,2022-04-06 13:41:50+00:00, wih mantab ikut meramaikan ya yop 
545,2022-04-06 13:35:22+00:00, semelon 
546,2022-04-06 13:17:55+00:00, watamelon 
547,2022-04-06 13:10:51+00:00, oke yop semangat nge ospek kobo nya ya 
548,2022-04-06 13:04:46+00:00, oksiap yop 
549,2022-04-06 13:00:04+00:00, yah dah iopi 
550,2022-04-06 12:56:26+00:00, udah dong hehe 
551,2022-04-06 12:56:05+00:00, okeee bebbb 
552,2022-04-06 12:55:43+00:00, okay bang iofi 
553,2022-04-06 12:55:06+00:00, didukung csp akhirnya wuoooo 
554,2022-04-06 12:52:22+00:00, semanka as for semangat kaka or just watamelon 
555,2022-04-06 12:52:22+00:00, mudah dimengerti o 
556,2022-04-06 12:47:40+00:00, hayu looh langsung sampai tua pula 
557,2022-04-06 12:47:36+00:00, info di terima yop 
558,2022-04-06 12:47:08+00:00, ok yopi 
559,2022-04-06 12:45:47+00:00, ok beb 
560,2022-04-06 12:45:23+00:00, yokai desu 
561,2022-04-06 12:36:24+00:00, ospek gak sihh 
562,2022-04-06 12:33:04+00:00, hati hati ntar kena reverse ospek 
563,2022-04-06 12:23:34+00:00, smangat kobo feeling agak ga enak 
564,2022-04-06 12:23:10+00:00, wkwkwkwk 
565,2022-04-06 12:22:13+00:00, udah beli yop biarpun pake play later 
566,2022-04-06 12:08:00+00:00, aowkwowkw di ospek 
567,2022-04-06 12:03:09+00:00, semangka is 
568,2022-04-06 12:01:17+00:00, semongko 
569,2022-04-06 11:54:12+00:00, teori ospek berkedok tour ygy 
570,2022-04-06 11:51:30+00:00, ditunggu loh mbak 
571,2022-04-06 11:50:45+00:00, hayolohhh 
572,2022-04-06 11:43:13+00:00, wuih ospek jadi ingat masa sekolah cuma ini sekolah minecraft holoid 
573,2022-04-06 11:39:28+00:00, menumbalkan junior yang punya kekuatan ghaib 
574,2022-04-06 11:39:28+00:00, punten teh 
575,2022-04-06 11:38:51+00:00, semangka 
576,2022-04-06 11:35:00+00:00, tumbal berkedok ospek ospek berkedok tour 
577,2022-04-06 11:33:33+00:00, hiyaaa hiyaa ospek maba dulu wkwk 
578,2022-04-06 11:33:16+00:00, asiikk kontes mewarnai 
579,2022-04-06 11:33:09+00:00, tumbal proyel 
580,2022-04-06 11:32:01+00:00, ayo kobo kamu harus sesuai ekspetasi mereka lakukan yg terbaik 
581,2022-04-06 11:23:28+00:00, watamelon 
582,2022-04-06 11:22:28+00:00, fi yagoo orang jakarta asli 
583,2022-04-06 11:21:51+00:00, udaaah nyicil kaos sm gen dl 
584,2022-04-06 11:21:05+00:00, jan galak yop ntar rumahmu dikirimin banjir sama nih bocil 
585,2022-04-06 11:13:04+00:00, dompet menangis cc gesek let s go canda tapi bener pingin beli semua t 
586,2022-04-06 11:12:10+00:00, baik baik ya kalian asssjjkkkkkkkggsbrrrtkdkwk seneng banget gue 
587,2022-04-06 11:01:29+00:00, wait lagi hitung duit dulu pasti beli kok www 
588,2022-04-06 10:59:59+00:00, si paling senior 
589,2022-04-06 10:58:41+00:00, wah asik ada ospek 
590,2022-04-06 10:57:26+00:00, sabuk nya jangan lupa 
591,2022-04-06 10:57:08+00:00, yeeeee ospek di sawah 
592,2022-04-06 10:56:11+00:00, hmmm ladang bisnis 
593,2022-04-06 10:54:35+00:00, di ospek mak sama bapak 
594,2022-04-06 10:54:17+00:00, bisikan bisikan ini yg bahaya 
595,2022-04-06 10:52:21+00:00, pengen beli t shirtnya tapi ongkir ke kalimantan 
596,2022-04-06 10:50:34+00:00, hari hari jajan merch 
597,2022-04-06 10:49:47+00:00, tidak ada satupun cara pembayaran yg bisa saya lakukan yop nggak punya kartu kredit 
598,2022-04-06 10:48:04+00:00, bentar yop sudah malam aku gak bisa ke bank besok aja ya 
599,2022-04-06 10:47:55+00:00, bisa pay later gk ponya 
600,2022-04-06 10:47:52+00:00, po bisa sih mbak duitnya bikin gabisa 
601,2022-04-06 10:47:38+00:00, cicil bajunya dulu ya yop 
602,2022-04-06 10:47:07+00:00, ntar kalau dah dapet thr 
603,2022-04-06 10:46:56+00:00, nunggu thr cair dl yop 
604,2022-04-06 10:46:31+00:00, belom gajian mbak ya gusti sabarkan dan tabahkanlah saya 
605,2022-04-06 10:46:27+00:00, pastinya sdh order 
606,2022-04-06 10:46:15+00:00, hati yop ntr malah terbalik 
607,2022-04-06 10:46:09+00:00, belom dapet thr yop 
608,2022-04-06 10:45:27+00:00, semangka semangat kakaaaa ihh jadul ye berasa jaman gw smp 
609,2022-04-06 10:42:50+00:00, wkwkwkkwwk yagoo 
610,2022-04-06 10:42:47+00:00, semanka gt lt 
611,2022-04-06 10:41:16+00:00, jangan galak yop 
612,2022-04-06 10:39:36+00:00, hati yop agak rada bocah nya 
613,2022-04-06 10:38:03+00:00, buset katingnya serem 
614,2022-04-06 10:37:51+00:00, anda juga hati hati 
615,2022-04-06 10:37:37+00:00, kok mirip meme ya 
616,2022-04-06 10:36:03+00:00, kerjaan m chan nih 
617,2022-04-06 10:34:58+00:00, waduh plot twist nih malah iofi yang di bully kobo mana kobo bocahnya ceplas ceplosnya ngeri banget 
618,2022-04-06 10:34:19+00:00, jangan galak ya yop wkwkkwkw 
619,2022-04-06 10:33:48+00:00, jangan galak ya yop soalnya kobo bisa cepat hujan 
620,2022-04-06 10:33:13+00:00, ikat pinggang diperlihatkan 
621,2022-04-06 10:32:23+00:00, wadohhh udh main ospek aja nih 
622,2022-04-06 10:31:49+00:00, maaf kalo agak bandel anaknya 
623,2022-04-06 10:30:52+00:00, jangan galak senpi 
624,2022-04-06 10:30:30+00:00, semangka 
625,2022-04-06 10:28:37+00:00, mesti yg nge tl lg laper pengen semangka 
626,2022-04-06 10:28:25+00:00, wkkwkwkwkwkkwkwkw lucu banget astaga 
627,2022-04-06 10:26:52+00:00, kelakuan ke shachou sendiri w 
628,2022-04-06 10:24:05+00:00, semangka semangat kakak 
629,2022-04-06 10:19:39+00:00, yang meng tl sangat gaul sekali ya sis 
630,2022-04-06 10:16:18+00:00, tarik sis 
631,2022-04-06 10:16:06+00:00, semangka kaka 
632,2022-04-06 10:13:43+00:00, semangat kakakkkk 
633,2022-04-06 10:13:26+00:00, mantap 
634,2022-04-06 10:12:48+00:00, semangat kaka w 
635,2022-04-06 10:11:50+00:00, nice dapat sponsor 
636,2022-04-06 10:10:28+00:00, yeayy ditunggu info selanjutnya 
637,2022-04-06 10:10:26+00:00, wadoo yang mengasut pak yagoo siapa woy ngaku 
638,2022-04-06 10:10:22+00:00, semangat kaka 
639,2022-04-06 10:09:40+00:00, aduh pakkkk wkwkkwk semangka 
640,2022-04-06 10:08:41+00:00, lets goooooo ditunggu pengumuman selanjutnya 
641,2022-04-06 10:08:17+00:00, semangka 
642,2022-04-06 10:08:00+00:00, uwahh semangatt para artistt yang ikutan nantii owo
