Date,Content,prediction
2022-03-31 13:22:00+00:00, gila cuyy nsemoga samawa yaa nlanggeng terus ,2
2022-03-31 12:46:24+00:00, dari dulu suara nenek bagus kalo nyanyi lagu indo jadi semangat terus nenek ku ,0
2022-03-31 12:32:14+00:00, tentuuuuu eheheh ,2
2022-03-31 11:29:08+00:00, aduh nenek pas masih sekolah cantik nyaa ,0
2022-03-31 11:25:28+00:00,datengin premiere first cover aku yahhh meng cover lagunya mythia batford cover by ,0
2022-03-31 09:56:13+00:00, ku pikir pake ember ama gayung ,2
2022-03-31 09:03:25+00:00, gangerti akutuh nyimeng ajahlah ,2
2022-03-31 06:47:42+00:00, wah ada idola ku nich ,1
2022-03-31 06:41:40+00:00, memancing para psikopath ,2
2022-03-31 06:06:41+00:00, coba di tanyakan pada orang yg membeli bathwater nya belle delphine wkwkwk ,0
2022-03-31 06:04:57+00:00, hmm coba di masukkin ke botol terus di jual mitti mungkin saja laku keras ,1
2022-03-31 05:46:56+00:00, mythia bawang ,2
2022-03-31 05:45:49+00:00, buat yang mau face reveal miti noh dah videoin epel ,0
2022-03-31 05:17:56+00:00, kenapa lelaki mesti nak minum air mandian perempuan nkenapa tak ada perempuan nak minum air mandian lelaki ,1
2022-03-31 01:32:41+00:00, emoh pesing ,2
2022-03-31 01:18:33+00:00, hayuk semangat bagi yg belum ,0
2022-03-30 23:54:05+00:00, pro gamers cara makannya gak gitu ntapi disuapin mami ,0
2022-04-08 02:53:36+00:00, otsukare thankyou for turn on the bomb switch wwww nkalau moona yg teken ntar pada cepu ke gen ,2
2022-04-08 02:52:43+00:00, keren bgt ,2
2022-04-08 02:35:11+00:00, pagi ndan apakah cuma aku aja yang mikir kalau iofi lebih mirip sosok teman masa kecil ,2
2022-04-08 02:31:58+00:00, pagiii gemes banget yopii ,2
2022-04-08 02:31:56+00:00, pagi iofinpagi pagi sudah som num maksud saya showcaseaja nih ,2
2022-04-08 02:31:34+00:00, pagi yopi cantik aduh disapa pagi semangat ujian jadinya ,2
2022-04-08 02:30:03+00:00, pagi iofi makin hari main cantik aja ,2
2022-04-08 02:27:05+00:00, pagiii nona cantikk ngimanaaa tidurnya kemarinnn nanyway havegreat day ,2
2022-04-07 23:25:58+00:00, saya pernah begitu selama th semangat senpai pastii bisa ,0
2022-04-07 23:22:19+00:00, seni adalah ledakan nsaya suka rute ini ,0
2022-04-07 21:29:17+00:00, yopii jangan tunda yuk bisa yuk daripada jadi donatur setia kampus ,1
2022-04-07 21:17:40+00:00, anda tersaingi ,2
2022-04-07 20:33:56+00:00, huh kinda jelly ngl ,2
2022-04-07 19:58:55+00:00, semoga aja sketchnya ga terlalu susah utk diwarnain ,0
2022-04-07 19:05:42+00:00, mangat mbak inget skripsi ,2
2022-04-07 16:53:35+00:00, penyebabnya ternyata alien ya zeta sebagai agen bisa kah zeta menyelidiki fenomena ,0
2022-04-07 16:52:05+00:00, kayak nya digital doang tapi moga aja sih bisa tradi biar yang user tradi juga bisa ikutan ,0
2022-04-07 16:41:33+00:00, mana bisa jadi mahasiswa abadi yang ada keburu didepak ,0
2022-04-07 16:31:58+00:00, selamat ya iofi ,2
2022-04-07 16:25:53+00:00, tugas banyak deadline hari stress ,1
2022-04-07 16:18:18+00:00, wihh nicee ,2
2022-04-07 16:18:13+00:00, mantepp nselamat ya yop ,2
2022-04-07 16:17:30+00:00, mantap nselamat yopi ,2
2022-04-07 16:17:21+00:00, let s go difolback sama csp nselamat ya yop ,2
2022-04-07 16:17:13+00:00, selamat ya nakhirnya salah satu impian yopi tercapai ,2
2022-04-07 16:16:47+00:00, taniah ,2
2022-04-07 16:16:21+00:00, mantap dapet sponsor dapet follow juga ,2
2022-04-07 15:38:24+00:00, sinar dewaaaaaaaaaaaaa teraaaaang ,2
2022-04-07 15:37:09+00:00, temen sekelas kuliahku adalah idol favoritku ,2
2022-04-07 15:37:06+00:00, cuma bs bantu doa maaf yopi ,2
2022-04-07 15:33:41+00:00, oiii jangan weehh ,0
2022-04-07 14:34:46+00:00, smangat yop ,2
2022-04-07 14:09:49+00:00, tetap semangat yopi semoga suatu hari nanti bisa lulus dr mahasiswa abadi ,2
2022-04-07 14:03:03+00:00, semangat iofi nsemangat iofi nsemangat iofi ,2
2022-04-07 14:00:40+00:00, semangat yop ,2
2022-04-07 13:53:36+00:00, gapapa donatur kampus wwwww ,2
2022-04-07 13:49:10+00:00, ini boleh tradisional atau digital doang yop ncntoh tradi tuh kyk misal wrnain pke pensil wrna cr ,0
2022-04-07 13:44:07+00:00, mangat yop emang suram deadline tiap menit ,2
2022-04-07 13:32:14+00:00, well played nwkwkwk ,2
2022-04-07 13:20:55+00:00, mudah dimengerti ,2
2022-04-07 13:15:20+00:00, otw jdi mahasiswa semester digit tuh wkwkknmangat yop moga cepet lulus ndi sini ane jg msh stuck ama skripsi ,2
2022-04-07 13:13:55+00:00, sangat amat menggambarkan gwej ,2
2022-04-07 13:13:30+00:00, stream chill sambil curhat ngerjain tugas yop ,2
2022-04-07 13:13:18+00:00, kyawaii k views omedetou nk lagi menuju k views ikzzz ,0
2022-04-07 13:13:04+00:00, semangat yop ,2
2022-04-07 13:11:55+00:00, k lagi ,0
2022-04-07 13:11:44+00:00, gpp jd mahasiswa abadi tp cinta kita ke iopi juga abadi ,1
2022-04-07 13:11:15+00:00, semangat yop jangan kebanyakan cuti ,0
2022-04-07 13:09:59+00:00, yopiii mangaatttss ,2
2022-04-07 13:08:36+00:00, lomba mewarnai ya ,0
2022-04-07 13:08:11+00:00, aku tau km bisa yop ,0
2022-04-07 13:07:21+00:00, hush nggak boleh gitu ,2
2022-04-07 13:07:09+00:00, terima kasih informasinya yopi nyuk bisa yuk semuanya ikuttttt let s goooo ditungguuuuu ,2
2022-04-07 13:06:36+00:00, tweet ini sangat melambangkan gwe ,0
2022-04-07 13:06:10+00:00, haiku yang bagus semoga jg cuti yop semangat ,2
2022-04-07 13:06:06+00:00, hari hari ngejar deadline nhmmm tapi mending cepet lulus terus bebas daripada jadi mahasiswa ,0
2022-04-07 13:05:52+00:00, mahasiswa abadi seperti cintaku ke padamu yg abadi ,2
2022-04-07 13:03:45+00:00, cuma boleh diwarnai doang kah maksudnya hanya sekedar diwarnai doang nggak sampai ditambahin aksesoris atau yang lain ,0
2022-04-07 13:03:38+00:00, kamu maba ya iya maba mahasiswa abadi ,0
2022-04-07 13:03:33+00:00, jangan jadi mahasiswa abadi atuh hahanmangats yop ,0
2022-04-07 13:03:32+00:00, semangat beb jadi mahasiswa emang berat tapi kamu pasti bisa ,0
2022-04-07 13:02:41+00:00, eh gk boleh ngomong gitu nyuk semangat yuk ,1
2022-04-07 13:02:32+00:00, ya jangan cuti juga dong pi npelan aja dijalani entah ambil cuma matkul ato gimana yang pen ,0
2022-04-07 13:01:54+00:00, semester digit kampus pun senang ,2
2022-04-07 13:01:38+00:00, mangat yopiii ,2
2022-04-07 13:00:53+00:00, aku nggak dikasih juga ,0
2022-04-07 13:00:52+00:00, wkwk jangan gitu yop ayo semangat ,0
2022-04-07 13:00:49+00:00, waduu semangat yopntapi mending kerjain dulu aja deadlinenya biar streamnya ga ada pikiran ,0
2022-04-07 13:00:45+00:00, aturan umum maks cuti bukannya semester y yop ,2
2022-04-07 13:00:45+00:00, semangat yop ,2
2022-04-07 13:00:29+00:00, mangatt yopii nyuk bisa yukkkk nsiapa tau moona nyiapin sesuatu ,0
2022-04-07 13:00:28+00:00, wkwkwk cuti terus yop ,0
2022-04-07 12:59:50+00:00, wkwkwkwk mahasiswa ngestuck ,2
2022-04-07 12:59:45+00:00, mama jangan gitu dongnnanti masa depan kita gak terbentuk ,0
2022-04-07 12:59:36+00:00, cuti lagi nsemangat yop ,0
2022-04-07 12:59:25+00:00, semangatttt nyaampun kamu ini cuti nya ga selesai ,0
2022-04-07 12:59:19+00:00, semangat yop ,2
2022-04-07 12:55:19+00:00, oh ini pelakunya ,0
2022-04-07 12:46:24+00:00, lihatlah raut wajah kebahagiaan nya ,2
2022-04-07 12:42:10+00:00, ini lucu sihh ,0
2022-04-07 12:42:09+00:00, ternyata ,2
2022-04-07 12:41:46+00:00, tentu saja yg pink tidak susnia kan niya kan ,0
2022-04-07 12:40:05+00:00, wkwkwkwk ,2
2022-04-07 12:37:31+00:00, saya dapat mengerti raut kebahagiaan di muka mainnya hebat ,0
2022-04-07 12:31:51+00:00, oh gitu ternyata ,2
2022-04-07 11:52:32+00:00, astagaah jd gituu ,2
2022-04-07 11:48:19+00:00, apakah sudah dalam proses reboisasi ,2
2022-04-07 11:30:40+00:00, kalo kakak pembina nya korone sih saya ikut pramuka sampe tahun pun jadi ,0
2022-04-07 11:14:10+00:00, tumben si tupai belum komentar biasanya paling cepat padahal ada nyokapnya lagi pakai baju pra ,0
2022-04-07 11:06:29+00:00, wala ternyata gitu ga nyangka banget ada kejutan ledakan keren banget dah ,0
2022-04-07 10:33:41+00:00, oh ternyata ,2
2022-04-07 10:07:34+00:00, pantesan hanya yopi yg ga live streaming wkwkwkwkwkwk ,2
2022-04-07 09:50:20+00:00, semangka semangat kaka ,2
2022-04-07 09:49:55+00:00, lagi dong ,0
2022-04-07 09:47:40+00:00, apakah sudah ada kesepakatan gimana nasib sisa ledakannya ,2
2022-04-07 09:47:12+00:00, mbak google kayanya lemes gara gara puasa ,2
2022-04-07 09:44:28+00:00, pantesan wkwkwkw ,2
2022-04-07 09:40:58+00:00, wkwkwk ,0
2022-04-07 09:39:18+00:00,gara wallpaper laptop nya muka td di sapa orang di cafe pas kerja ehhh tau nya ioforia juga ,2
2022-04-07 09:38:43+00:00, pantas gak ada pov wkwknkukira lgi ada gangguan ato apa gitu ternyata ya ,0
2022-04-07 09:36:15+00:00, ooo ternyata yopi yah yg eksekusi ,2
2022-04-07 09:35:00+00:00, sore beb ,2
2022-04-07 09:34:56+00:00, pantes di pov moona tau tau iofi lari ke belakang ,2
2022-04-07 09:34:54+00:00, memang sedap yop ,2
2022-04-07 09:34:28+00:00, ioforia tukang cepu semua soalnya parah emang ,2
2022-04-07 09:32:08+00:00, yaampun ada ada aja ,0
2022-04-07 09:26:51+00:00, wkwkwk apapun itu streamnya sangat menghibur sasuga ritual penyambutan setiap new gene ,0
2022-04-07 09:20:57+00:00, semalem dari pov muna keliatan dikit ada saklarnya makanya sekali liat udah paham oh ini pasti tnt ,0
2022-04-07 09:20:02+00:00, seni adalah ledakan wwww ,2
2022-04-07 09:19:53+00:00, ga dibolehin ikut foto ternyata buat pencet tombol kaboom nya wwww ,0
2022-04-07 09:18:31+00:00, mantap yop keknya ini juga alasannya tanpa pov wkwkwkw ,2
2022-04-07 09:16:31+00:00, ohhh jadi itu alasannya yopi ga ada pov nya www ,0
2022-04-07 09:16:16+00:00, hahahaha oalah kamu tah nyaampun nmantep sih ,0
2022-04-07 09:00:10+00:00, ini masih mending dek ndulu jaman kakak harus nyerahin persembahan berupa jari ,0
2022-04-07 08:54:30+00:00, anda adalah penyelamat saya ,0
2022-04-07 08:45:33+00:00, tarik sis ,2
2022-04-07 08:40:57+00:00, seiyuunya siapa aja yop ,2
2022-04-07 08:22:53+00:00, semangka nsemangat nkak nairani iofiteen ,2
2022-04-07 08:14:59+00:00, met pagi ,2
2022-04-07 07:19:22+00:00, wihh dapet nih gan agak iri sih kalah cepet order ,2
2022-04-07 07:18:10+00:00, nunggu thr cair nih yopp ,2
2022-04-07 07:16:30+00:00, pagiiii sweet iofi ,2
2022-04-07 06:41:20+00:00, seperti tidak bersemangat dilihat dari mukanya ,0
2022-04-07 06:07:57+00:00, wait baru denger ada yang singkat semangat kak jadi semangka wkwk nice info ,1
2022-04-07 04:44:35+00:00, salam pramuka ,2
2022-04-07 04:27:50+00:00, pagi mama nkenapa pagi sudah hmm saja ncuriga nih saya ,2
2022-04-07 04:17:44+00:00, pagi yopii semoga harimu menyenangkan ,2
2022-04-07 04:13:17+00:00, pagi yopi puas ya ospek td malem ,2
2022-04-07 04:11:22+00:00, pagi pagi udh nyosor aja yop ,2
2022-04-07 04:11:14+00:00, selamat pagi yopi nentah kenapa terasa nuansa kusogaki ,2
2022-04-07 04:11:09+00:00, hmm hidung ,2
2022-04-07 04:10:41+00:00, selamat pagi yop tenang yop blom ekspansi hari ini ,2
2022-04-07 04:09:21+00:00, yok pulang kak hyoe udh siang ngehalu nya malem aja ya ,2
2022-04-07 03:52:45+00:00, pagii yop nngeliat yopi kek gini jadi inget berang berang yg kemarin ,2
2022-04-07 03:52:39+00:00, semangat kakaa ,2
2022-04-07 03:51:31+00:00, pagi yop gimana ngurus anaknya semalem bareng mama moona ,2
2022-04-07 03:50:38+00:00, met pagi iofi sayang uwu ,2
2022-04-07 03:50:23+00:00, pagi yopi sayang ,2
2022-04-07 03:49:04+00:00, pagi iofi nkamu manis juga hari ini ,2
2022-04-07 03:48:43+00:00, pagi ,2
2022-04-07 03:48:04+00:00, pagi ,2
2022-04-07 03:48:03+00:00, pagi yopi ,2
2022-04-07 03:44:00+00:00, pagiii cantikk nkenapaa pagi udah dicurigain aja dih ,2
2022-04-07 03:01:27+00:00, si paling dasa darma ,0
2022-04-06 22:31:48+00:00, otsuid yopi nterima kasih udah nyambut gen dengan baik ,2
2022-04-06 22:20:01+00:00, yaoloh mamang yago wkwkw ,2
2022-04-06 20:23:20+00:00, sayang bangun makan dulu yuk aku udah masakin makanan kesukaan kamu habis itu baru bobo lagi ya ,0
2022-04-06 20:13:27+00:00, selamat turu yopi mimpi indah ,2
2022-04-06 18:20:17+00:00, tarik sis nsemongkoooo ,2
2022-04-06 17:34:46+00:00, selamat turu iofi ,2
2022-04-06 17:28:33+00:00, selamat turu dengan nyenyak ,2
2022-04-06 17:25:21+00:00, wah wah jam segini ada meeting dadakan rupanya yanotsuyopi semoga tidurnya malam ini nyenyak ya yop ,2
2022-04-06 17:24:10+00:00, otsu nselamat turu iofi ,2
2022-04-06 17:24:02+00:00, walahhhnotsukaree lagi nselamat tidur nona cantik semoga mimpi indah ,1
2022-04-06 16:27:50+00:00, otsu thank you yopi udh mau jagain kobo aowkwk ,2
2022-04-06 16:23:49+00:00, otsuid terimakasih untuk streamnya ,1
2022-04-06 16:12:27+00:00, otsuid ntengkyu for fun touring nya yopik nhappy nd anniversary holoid ,2
2022-04-06 16:11:33+00:00, otsukare yopi nterima kasih stream ngasuh gen nya www nselamat ulang tahun kedua holoid ,2
2022-04-06 16:11:02+00:00, capek jagain anak ya bunda ,0
2022-04-06 16:10:26+00:00, otsuid naaaa makin gedeee keluarga holoid awawwawaawaanotsukaree semuanyaaa terimakasihh atas ,2
2022-04-06 16:10:23+00:00, otsuyop otsuid ngimna yop rasanya jagain anak ilang ,2
2022-04-06 16:10:09+00:00, otsuid nterimakasih buat streamnya nhappy nd anniversary holoid ,1
2022-04-06 16:09:54+00:00, otsuuu cape ya bund istirahat bund salonpas nya jangan lupa di tempel ,0
2022-04-06 16:09:50+00:00, gimana ospeknya yop lancar ,2
2022-04-06 16:04:02+00:00, jangan ngambekan mulu ,0
2022-04-06 15:59:27+00:00, semangka semangat kaka ,2
2022-04-06 15:57:01+00:00, semangka semangat kaka ,2
2022-04-06 15:51:02+00:00, tarik sis semongko ,2
2022-04-06 15:44:47+00:00, coba suruh bilang tarik sis semongko ,2
2022-04-06 15:41:00+00:00, semangka ,2
2022-04-06 15:40:04+00:00, tarek sis ,2
2022-04-06 15:36:11+00:00,keluarga hololive indonesia ,1
2022-04-06 15:12:16+00:00, semongko ,2
2022-04-06 14:38:53+00:00, semangkaaaa ,2
2022-04-06 14:07:27+00:00, malam ,1
2022-04-06 13:41:50+00:00, wih mantab ikut meramaikan ya yop ,2
2022-04-06 13:35:22+00:00, semelon ,2
2022-04-06 13:17:55+00:00, watamelon ,2
2022-04-06 13:10:51+00:00, oke yop semangat nge ospek kobo nya ya ,2
2022-04-06 13:04:46+00:00, oksiap yop ,2
2022-04-06 13:00:04+00:00, yah dah iopi ,0
2022-04-06 12:56:26+00:00, udah dong hehe n,2
2022-04-06 12:56:05+00:00, okeee bebbb ,2
2022-04-06 12:55:43+00:00, okay bang iofi ,2
2022-04-06 12:55:06+00:00, didukung csp akhirnya wuoooo ,2
2022-04-06 12:52:22+00:00, semanka as for semangat kaka or just watamelon ,2
2022-04-06 12:52:22+00:00, mudah dimengerti o ,2
2022-04-06 12:47:40+00:00, hayu looh langsung sampai tua pula ,2
2022-04-06 12:47:36+00:00, info di terima yop ,2
2022-04-06 12:47:08+00:00, ok yopi ,2
2022-04-06 12:45:47+00:00, ok beb ,2
2022-04-06 12:45:23+00:00, yokai desu ,2
2022-04-06 12:36:24+00:00, ospek gak sihh ,0
2022-04-06 12:33:04+00:00, hati hati ntar kena reverse ospek ,2
2022-04-06 12:23:34+00:00, smangat kobo feeling agak ga enak ,0
2022-04-06 12:23:10+00:00, wkwkwkwk ,2
2022-04-06 12:22:13+00:00, udah beli yop biarpun pake play later ,2
2022-04-06 12:08:00+00:00, aowkwowkw di ospek ,0
2022-04-06 12:03:09+00:00, semangka is ,2
2022-04-06 12:01:17+00:00, semongko ,2
2022-04-06 11:54:12+00:00, teori ospek berkedok tour ygy ,2
2022-04-06 11:51:30+00:00, ditunggu loh mbak ,2
2022-04-06 11:50:45+00:00, hayolohhh ,2
2022-04-06 11:43:13+00:00, wuih ospek jadi ingat masa sekolah cuma ini sekolah minecraft holoid ,0
2022-04-06 11:39:28+00:00, menumbalkan junior yang punya kekuatan ghaib ,0
2022-04-06 11:39:28+00:00, punten teh ,2
2022-04-06 11:38:51+00:00, semangka ,2
2022-04-06 11:35:00+00:00, tumbal berkedok ospek ospek berkedok tour ,2
2022-04-06 11:33:33+00:00, hiyaaa hiyaa ospek maba dulu wkwk ,0
2022-04-06 11:33:16+00:00, asiikk kontes mewarnai ,2
2022-04-06 11:33:09+00:00, tumbal proyel ,2
2022-04-06 11:32:01+00:00, ayo kobo kamu harus sesuai ekspetasi mereka lakukan yg terbaik ,0
2022-04-06 11:23:28+00:00, watamelon ,2
2022-04-06 11:22:28+00:00, fi yagoo orang jakarta asli ,2
2022-04-06 11:21:51+00:00, udaaah nnyicil kaos sm gen dl ,2
2022-04-06 11:21:05+00:00, jan galak yop ntar rumahmu dikirimin banjir sama nih bocil ,2
2022-04-06 11:13:04+00:00, dompet menangis cc gesek let s gon canda tapi bener pingin beli semua t ,0
2022-04-06 11:12:10+00:00, baik baik ya kalian nasssjjkkkkkkkggsbrrrtkdkwk nseneng banget gue ,2
2022-04-06 11:01:29+00:00, wait lagi hitung duit dulu pasti beli kok www ,0
2022-04-06 10:59:59+00:00, si paling senior ,0
2022-04-06 10:58:41+00:00, wah asik ada ospek ,1
2022-04-06 10:57:26+00:00, sabuk nya jangan lupa ,0
2022-04-06 10:57:08+00:00, yeeeee ospek di sawah ,0
2022-04-06 10:56:11+00:00, hmmm ladang bisnis ,2
2022-04-06 10:54:35+00:00, di ospek mak sama bapak ,0
2022-04-06 10:54:17+00:00, bisikan bisikan ini yg bahaya ,0
2022-04-06 10:52:21+00:00, pengen beli t shirtnya tapi ongkir ke kalimantan ,0
2022-04-06 10:50:34+00:00, hari hari jajan merch ,1
2022-04-06 10:49:47+00:00, tidak ada satupun cara pembayaran yg bisa saya lakukan yop nggak punya kartu kredit ,0
2022-04-06 10:48:04+00:00, bentar yop sudah malam aku gak bisa ke bank besok aja ya ,2
2022-04-06 10:47:55+00:00, bisa pay later gk ponya ,0
2022-04-06 10:47:52+00:00, po bisa sih mbak nduitnya bikin gabisa ,0
2022-04-06 10:47:38+00:00, cicil bajunya dulu ya yopn,0
2022-04-06 10:47:07+00:00, ntar kalau dah dapet thr ,0
2022-04-06 10:46:56+00:00, nunggu thr cair dl yop ,2
2022-04-06 10:46:31+00:00, belom gajian mbak nya gusti sabarkan dan tabahkanlah saya ,2
2022-04-06 10:46:27+00:00, pastinya sdh order ,2
2022-04-06 10:46:15+00:00, hati yop ntr malah terbalik ,2
2022-04-06 10:46:09+00:00, belom dapet thr yop ,2
2022-04-06 10:45:27+00:00, semangka semangat kakaaaanihh jadul ye berasa jaman gw smp ,2
2022-04-06 10:42:50+00:00, wkwkwkkwwk yagoo ,2
2022-04-06 10:42:47+00:00, semanka gt lt ,2
2022-04-06 10:41:16+00:00, jangan galak yop ,0
2022-04-06 10:39:36+00:00, hati yop agak rada bocah nya ,2
2022-04-06 10:38:03+00:00, buset katingnya serem ,2
2022-04-06 10:37:51+00:00, anda juga hati hati ,2
2022-04-06 10:37:37+00:00, kok mirip meme ya ,0
2022-04-06 10:36:03+00:00, kerjaan m chan nih ,2
2022-04-06 10:34:58+00:00, waduh plot twist nih malah iofi yang di bully kobo mana kobo bocahnya ceplas ceplosnya ngeri banget ,2
2022-04-06 10:34:19+00:00, jangan galak ya yop wkwkkwkw ,0
2022-04-06 10:33:48+00:00, jangan galak ya yop soalnya kobo bisa cepat hujan ,0
2022-04-06 10:33:13+00:00, ikat pinggang diperlihatkan ,2
2022-04-06 10:32:23+00:00, wadohhh udh main ospek aja nih ,1
2022-04-06 10:31:49+00:00, maaf kalo agak bandel anaknya ,0
2022-04-06 10:30:52+00:00, jangan galak senpi ,0
2022-04-06 10:30:30+00:00, semangka ,2
2022-04-06 10:28:37+00:00, mesti yg nge tl lg laper pengen semangka ,0
2022-04-06 10:28:25+00:00, wkkwkwkwkwkkwkwkw lucu banget astaga ,2
2022-04-06 10:26:52+00:00, kelakuan ke shachou sendiri w ,1
2022-04-06 10:24:05+00:00, semangka semangat kakak ,2
2022-04-06 10:19:39+00:00, yang meng tl sangat gaul sekali ya sis ,0
2022-04-06 10:16:18+00:00, tarik sis ,2
2022-04-06 10:16:06+00:00, semangka kaka ,2
2022-04-06 10:13:43+00:00, semangat kakakkkk ,2
2022-04-06 10:13:26+00:00, mantap ,2
2022-04-06 10:12:48+00:00, semangat kaka w ,2
2022-04-06 10:11:50+00:00, nice dapat sponsor ,2
2022-04-06 10:10:28+00:00, yeayy ditunggu info selanjutnya ,2
2022-04-06 10:10:26+00:00, wadoo yang mengasut pak yagoo siapa woy nngaku ,0
2022-04-06 10:10:22+00:00, semangat kaka ,2
2022-04-06 10:09:40+00:00, aduh pakkkk wkwkkwk semangka ,2
2022-04-06 10:08:41+00:00, lets goooooo nditunggu pengumuman selanjutnya ,2
2022-04-06 10:08:17+00:00, semangka ,2
2022-04-06 10:08:00+00:00, uwahh semangatt para artistt yang ikutan nantii owo,0
2022-04-06 10:07:43+00:00, ikzzzzzz erofi ,2
2022-04-06 10:07:39+00:00, erofii ikuzoooo nsemangat buat para artisttt yang ikutan ,0
2022-04-06 10:07:13+00:00, semangka wkwkwkwk ,2
2022-04-06 10:07:08+00:00, kerennnnn npartner bareng csp langsung ditunggu pemumuman selanjutnya ,1
2022-04-06 10:06:51+00:00, nice ditunggu pengumuman selanjutnya ,2
2022-04-06 10:06:41+00:00, akhirnya ya bun disponsori oleh official csp ,0
2022-04-06 10:06:13+00:00, mantappp ,2
2022-04-06 10:06:10+00:00, whoahhhhhhhhhhhh nditunggu info selanjutnya yopi ,2
2022-04-06 10:06:09+00:00, yey semangkaaaaa ,2
2022-04-06 10:05:35+00:00, tarik sis semongko ,2
2022-04-06 10:05:28+00:00, ditunggu event iofi nirofi ,2
2022-04-06 10:04:17+00:00, semongko ,2
2022-04-06 10:03:55+00:00, wkwkwk lucu ,0
2022-04-06 10:03:55+00:00, wkwkwk semangka ,0
2022-04-06 10:03:53+00:00, semangka ,2
2022-04-06 10:03:50+00:00, semangka ygy ,2
2022-04-06 10:03:49+00:00, siapa yang ngajarin pak yagoo ini ,0
2022-04-06 10:03:47+00:00, tarik sist semongko ,2
2022-04-06 10:03:43+00:00, semangkaa ,2
